arm,patch,pair,seed,replicate,budget,start,S_local_null
perturbed,1,0,42,4,300,distant,-8.00000
perturbed,1,0,42,4,1000,distant,-16.00000
perturbed,1,0,43,0,100,orig,2.00000
perturbed,1,0,43,0,300,orig,25.00000
perturbed,1,0,43,0,1000,orig,23.00000
perturbed,1,0,43,0,100,distant,1.00000
perturbed,1,0,43,0,300,distant,22.00000
perturbed,1,0,43,0,1000,distant,23.00000
perturbed,1,0,43,1,100,orig,8.00000
perturbed,1,0,43,1,300,orig,22.00000
perturbed,1,0,43,1,1000,orig,25.00000
perturbed,1,0,43,1,100,distant,13.00000
perturbed,1,0,43,1,300,distant,18.00000
perturbed,1,0,43,1,1000,distant,23.00000
perturbed,1,0,43,2,100,orig,15.00000
perturbed,1,0,43,2,300,orig,16.00000
perturbed,1,0,43,2,1000,orig,14.00000
perturbed,1,0,43,2,100,distant,13.00000
perturbed,1,0,43,2,300,distant,15.00000
perturbed,1,0,43,2,1000,distant,23.00000
perturbed,1,0,43,3,100,orig,19.00000
perturbed,1,0,43,3,300,orig,22.00000
perturbed,1,0,43,3,1000,orig,23.00000
perturbed,1,0,43,3,100,distant,19.00000
perturbed,1,0,43,3,300,distant,21.00000
perturbed,1,0,43,3,1000,distant,23.00000
perturbed,1,0,43,4,100,orig,1.00000
perturbed,1,0,43,4,300,orig,22.00000
perturbed,1,0,43,4,1000,orig,25.00000
perturbed,1,0,43,4,100,distant,20.00000
perturbed,1,0,43,4,300,distant,23.00000
perturbed,1,0,43,4,1000,distant,25.00000
perturbed,1,0,44,0,100,orig,-1.00000
perturbed,1,0,44,0,300,orig,-1.00000
perturbed,1,0,44,0,1000,orig,-38.00000
perturbed,1,0,44,0,100,distant,-18.00000
perturbed,1,0,44,0,300,distant,-30.00000
perturbed,1,0,44,0,1000,distant,-40.00000
perturbed,1,0,44,1,100,orig,3.00000
perturbed,1,0,44,1,300,orig,3.00000
perturbed,1,0,44,1,1000,orig,-40.00000
perturbed,1,0,44,1,100,distant,-24.00000
perturbed,1,0,44,1,300,distant,-29.00000
perturbed,1,0,44,1,1000,distant,-41.00000
perturbed,1,0,44,2,100,orig,-12.00000
perturbed,1,0,44,2,300,orig,-29.00000
perturbed,1,0,44,2,1000,orig,-40.00000
perturbed,1,0,44,2,100,distant,-12.00000
perturbed,1,0,44,2,300,distant,-29.00000
perturbed,1,0,44,2,1000,distant,-40.00000
perturbed,1,0,44,3,100,orig,2.00000
perturbed,1,0,44,3,300,orig,-30.00000
perturbed,1,0,44,3,1000,orig,-38.00000
perturbed,1,0,44,3,100,distant,0.00000
perturbed,1,0,44,3,300,distant,0.00000
perturbed,1,0,44,3,1000,distant,-39.00000
perturbed,1,0,44,4,100,orig,3.00000
perturbed,1,0,44,4,300,orig,-37.00000
perturbed,1,0,44,4,1000,orig,-40.00000
perturbed,1,0,44,4,100,distant,2.00000
perturbed,1,0,44,4,300,distant,-38.00000
perturbed,1,0,44,4,1000,distant,-40.00000
perturbed,1,0,45,0,100,orig,9.00000
perturbed,1,0,45,0,300,orig,12.00000
perturbed,1,0,45,0,1000,orig,12.00000
perturbed,1,0,45,0,100,distant,12.00000
perturbed,1,0,45,0,300,distant,14.00000
perturbed,1,0,45,0,1000,distant,13.00000
perturbed,1,0,45,1,100,orig,10.00000
perturbed,1,0,45,1,300,orig,13.00000
perturbed,1,0,45,1,1000,orig,14.00000
perturbed,1,0,45,1,100,distant,16.00000
perturbed,1,0,45,1,300,distant,15.00000
perturbed,1,0,45,1,1000,distant,14.00000
perturbed,1,0,45,2,100,orig,-3.00000
perturbed,1,0,45,2,300,orig,12.00000
perturbed,1,0,45,2,1000,orig,11.00000
perturbed,1,0,45,2,100,distant,11.00000
perturbed,1,0,45,2,300,distant,15.00000
perturbed,1,0,45,2,1000,distant,11.00000
perturbed,1,0,45,3,100,orig,15.00000
perturbed,1,0,45,3,300,orig,11.00000
perturbed,1,0,45,3,1000,orig,12.00000
perturbed,1,0,45,3,100,distant,14.00000
perturbed,1,0,45,3,300,distant,12.00000
perturbed,1,0,45,3,1000,distant,13.00000
perturbed,1,0,45,4,100,orig,0.00000
perturbed,1,0,45,4,300,orig,6.00000
perturbed,1,0,45,4,1000,orig,11.00000
perturbed,1,0,45,4,100,distant,12.00000
perturbed,1,0,45,4,300,distant,14.00000
perturbed,1,0,45,4,1000,distant,13.00000
perturbed,1,0,46,0,100,orig,0.00000
perturbed,1,0,46,0,300,orig,-7.00000
perturbed,1,0,46,0,1000,orig,-15.00000
perturbed,1,0,46,0,100,distant,0.00000
perturbed,1,0,46,0,300,distant,-6.00000
perturbed,1,0,46,0,1000,distant,-15.00000
perturbed,1,0,46,1,100,orig,0.00000
perturbed,1,0,46,1,300,orig,-2.00000
perturbed,1,0,46,1,1000,orig,-15.00000
perturbed,1,0,46,1,100,distant,-8.00000
perturbed,1,0,46,1,300,distant,-9.00000
perturbed,1,0,46,1,1000,distant,-15.00000
perturbed,1,0,46,2,100,orig,-9.00000
perturbed,1,0,46,2,300,orig,-10.00000
perturbed,1,0,46,2,1000,orig,-17.00000
perturbed,1,0,46,2,100,distant,-3.00000
perturbed,1,0,46,2,300,distant,-4.00000
perturbed,1,0,46,2,1000,distant,-11.00000
perturbed,1,0,46,3,100,orig,-6.00000
perturbed,1,0,46,3,300,orig,-7.00000
perturbed,1,0,46,3,1000,orig,-11.00000
perturbed,1,0,46,3,100,distant,0.00000
perturbed,1,0,46,3,300,distant,-6.00000
perturbed,1,0,46,3,1000,distant,-13.00000
perturbed,1,0,46,4,100,orig,-7.00000
perturbed,1,0,46,4,300,orig,-5.00000
perturbed,1,0,46,4,1000,orig,-13.00000
perturbed,1,0,46,4,100,distant,-2.00000
perturbed,1,0,46,4,300,distant,-5.00000
perturbed,1,0,46,4,1000,distant,-13.00000
perturbed,1,0,47,0,100,orig,-14.00000
perturbed,1,0,47,0,300,orig,-25.00000
perturbed,1,0,47,0,1000,orig,-22.00000
perturbed,1,0,47,0,100,distant,5.00000
perturbed,1,0,47,0,300,distant,-13.00000
perturbed,1,0,47,0,1000,distant,-22.00000
perturbed,1,0,47,1,100,orig,-12.00000
perturbed,1,0,47,1,300,orig,-18.00000
perturbed,1,0,47,1,1000,orig,-15.00000
perturbed,1,0,47,1,100,distant,8.00000
perturbed,1,0,47,1,300,distant,-12.00000
perturbed,1,0,47,1,1000,distant,-9.00000
perturbed,1,0,47,2,100,orig,-8.00000
perturbed,1,0,47,2,300,orig,-10.00000
perturbed,1,0,47,2,1000,orig,-22.00000
perturbed,1,0,47,2,100,distant,4.00000
perturbed,1,0,47,2,300,distant,4.00000
perturbed,1,0,47,2,1000,distant,-21.00000
perturbed,1,0,47,3,100,orig,2.00000
perturbed,1,0,47,3,300,orig,-5.00000
perturbed,1,0,47,3,1000,orig,-25.00000
perturbed,1,0,47,3,100,distant,0.00000
perturbed,1,0,47,3,300,distant,-8.00000
perturbed,1,0,47,3,1000,distant,-25.00000
perturbed,1,0,47,4,100,orig,-3.00000
perturbed,1,0,47,4,300,orig,4.00000
perturbed,1,0,47,4,1000,orig,-18.00000
perturbed,1,0,47,4,100,distant,9.00000
perturbed,1,0,47,4,300,distant,5.00000
perturbed,1,0,47,4,1000,distant,-18.00000
perturbed,1,0,48,0,100,orig,4.00000
perturbed,1,0,48,0,300,orig,-11.00000
perturbed,1,0,48,0,1000,orig,-15.00000
perturbed,1,0,48,0,100,distant,0.00000
perturbed,1,0,48,0,300,distant,3.00000
perturbed,1,0,48,0,1000,distant,-15.00000
perturbed,1,0,48,1,100,orig,-3.00000
perturbed,1,0,48,1,300,orig,-15.00000
perturbed,1,0,48,1,1000,orig,-17.00000
perturbed,1,0,48,1,100,distant,-1.00000
perturbed,1,0,48,1,300,distant,-13.00000
perturbed,1,0,48,1,1000,distant,-17.00000
perturbed,1,0,48,2,100,orig,-7.00000
perturbed,1,0,48,2,300,orig,-3.00000
perturbed,1,0,48,2,1000,orig,-15.00000
perturbed,1,0,48,2,100,distant,-4.00000
perturbed,1,0,48,2,300,distant,-3.00000
perturbed,1,0,48,2,1000,distant,-15.00000
perturbed,1,0,48,3,100,orig,7.00000
perturbed,1,0,48,3,300,orig,2.00000
perturbed,1,0,48,3,1000,orig,-14.00000
perturbed,1,0,48,3,100,distant,-7.00000
perturbed,1,0,48,3,300,distant,-12.00000
perturbed,1,0,48,3,1000,distant,-15.00000
perturbed,1,0,48,4,100,orig,-4.00000
perturbed,1,0,48,4,300,orig,-13.00000
perturbed,1,0,48,4,1000,orig,-17.00000
perturbed,1,0,48,4,100,distant,1.00000
perturbed,1,0,48,4,300,distant,-16.00000
perturbed,1,0,48,4,1000,distant,-16.00000
perturbed,1,0,49,0,100,orig,13.00000
perturbed,1,0,49,0,300,orig,23.00000
perturbed,1,0,49,0,1000,orig,18.00000
perturbed,1,0,49,0,100,distant,18.00000
perturbed,1,0,49,0,300,distant,17.00000
perturbed,1,0,49,0,1000,distant,18.00000
perturbed,1,0,49,1,100,orig,6.00000
perturbed,1,0,49,1,300,orig,13.00000
perturbed,1,0,49,1,1000,orig,18.00000
perturbed,1,0,49,1,100,distant,13.00000
perturbed,1,0,49,1,300,distant,7.00000
perturbed,1,0,49,1,1000,distant,18.00000
perturbed,1,0,49,2,100,orig,22.00000
perturbed,1,0,49,2,300,orig,26.00000
perturbed,1,0,49,2,1000,orig,26.00000
perturbed,1,0,49,2,100,distant,-5.00000
perturbed,1,0,49,2,300,distant,17.00000
perturbed,1,0,49,2,1000,distant,18.00000
perturbed,1,0,49,3,100,orig,-3.00000
perturbed,1,0,49,3,300,orig,14.00000
perturbed,1,0,49,3,1000,orig,18.00000
perturbed,1,0,49,3,100,distant,6.00000
perturbed,1,0,49,3,300,distant,15.00000
perturbed,1,0,49,3,1000,distant,18.00000
perturbed,1,0,49,4,100,orig,14.00000
perturbed,1,0,49,4,300,orig,18.00000
perturbed,1,0,49,4,1000,orig,18.00000
perturbed,1,0,49,4,100,distant,24.00000
perturbed,1,0,49,4,300,distant,22.00000
perturbed,1,0,49,4,1000,distant,18.00000
perturbed,1,1,0,0,100,orig,7.00000
perturbed,1,1,0,0,300,orig,14.00000
perturbed,1,1,0,0,1000,orig,12.00000
perturbed,1,1,0,0,100,distant,0.00000
perturbed,1,1,0,0,300,distant,22.00000
perturbed,1,1,0,0,1000,distant,12.00000
perturbed,1,1,0,1,100,orig,5.00000
perturbed,1,1,0,1,300,orig,5.00000
perturbed,1,1,0,1,1000,orig,12.00000
perturbed,1,1,0,1,100,distant,0.00000
perturbed,1,1,0,1,300,distant,16.00000
perturbed,1,1,0,1,1000,distant,12.00000
perturbed,1,1,0,2,100,orig,21.00000
perturbed,1,1,0,2,300,orig,12.00000
perturbed,1,1,0,2,1000,orig,12.00000
perturbed,1,1,0,2,100,distant,23.00000
perturbed,1,1,0,2,300,distant,13.00000
perturbed,1,1,0,2,1000,distant,13.00000
perturbed,1,1,0,3,100,orig,16.00000
perturbed,1,1,0,3,300,orig,24.00000
perturbed,1,1,0,3,1000,orig,23.00000
perturbed,1,1,0,3,100,distant,14.00000
perturbed,1,1,0,3,300,distant,24.00000
perturbed,1,1,0,3,1000,distant,23.00000
perturbed,1,1,0,4,100,orig,18.00000
perturbed,1,1,0,4,300,orig,18.00000
perturbed,1,1,0,4,1000,orig,12.00000
perturbed,1,1,0,4,100,distant,18.00000
perturbed,1,1,0,4,300,distant,18.00000
perturbed,1,1,0,4,1000,distant,12.00000
perturbed,1,1,1,0,100,orig,47.00000
perturbed,1,1,1,0,300,orig,46.00000
perturbed,1,1,1,0,1000,orig,45.00000
perturbed,1,1,1,0,100,distant,43.00000
perturbed,1,1,1,0,300,distant,44.00000
perturbed,1,1,1,0,1000,distant,45.00000
perturbed,1,1,1,1,100,orig,50.00000
perturbed,1,1,1,1,300,orig,47.00000
perturbed,1,1,1,1,1000,orig,46.00000
perturbed,1,1,1,1,100,distant,44.00000
perturbed,1,1,1,1,300,distant,45.00000
perturbed,1,1,1,1,1000,distant,46.00000
perturbed,1,1,1,2,100,orig,41.00000
perturbed,1,1,1,2,300,orig,46.00000
perturbed,1,1,1,2,1000,orig,45.00000
perturbed,1,1,1,2,100,distant,36.00000
perturbed,1,1,1,2,300,distant,48.00000
perturbed,1,1,1,2,1000,distant,45.00000
perturbed,1,1,1,3,100,orig,27.00000
perturbed,1,1,1,3,300,orig,48.00000
perturbed,1,1,1,3,1000,orig,45.00000
perturbed,1,1,1,3,100,distant,46.00000
perturbed,1,1,1,3,300,distant,47.00000
perturbed,1,1,1,3,1000,distant,45.00000
perturbed,1,1,1,4,100,orig,2.00000
perturbed,1,1,1,4,300,orig,31.00000
perturbed,1,1,1,4,1000,orig,45.00000
perturbed,1,1,1,4,100,distant,47.00000
perturbed,1,1,1,4,300,distant,48.00000
perturbed,1,1,1,4,1000,distant,45.00000
perturbed,1,1,2,0,100,orig,7.00000
perturbed,1,1,2,0,300,orig,1.00000
perturbed,1,1,2,0,1000,orig,1.00000
perturbed,1,1,2,0,100,distant,14.00000
perturbed,1,1,2,0,300,distant,1.00000
perturbed,1,1,2,0,1000,distant,1.00000
perturbed,1,1,2,1,100,orig,-1.00000
perturbed,1,1,2,1,300,orig,1.00000
perturbed,1,1,2,1,1000,orig,1.00000
perturbed,1,1,2,1,100,distant,12.00000
perturbed,1,1,2,1,300,distant,12.00000
perturbed,1,1,2,1,1000,distant,0.00000
perturbed,1,1,2,2,100,orig,-12.00000
perturbed,1,1,2,2,300,orig,0.00000
perturbed,1,1,2,2,1000,orig,1.00000
perturbed,1,1,2,2,100,distant,2.00000
perturbed,1,1,2,2,300,distant,9.00000
perturbed,1,1,2,2,1000,distant,1.00000
perturbed,1,1,2,3,100,orig,6.00000
perturbed,1,1,2,3,300,orig,14.00000
perturbed,1,1,2,3,1000,orig,1.00000
perturbed,1,1,2,3,100,distant,8.00000
perturbed,1,1,2,3,300,distant,11.00000
perturbed,1,1,2,3,1000,distant,1.00000
perturbed,1,1,2,4,100,orig,11.00000
perturbed,1,1,2,4,300,orig,0.00000
perturbed,1,1,2,4,1000,orig,1.00000
perturbed,1,1,2,4,100,distant,2.00000
perturbed,1,1,2,4,300,distant,-7.00000
perturbed,1,1,2,4,1000,distant,1.00000
perturbed,1,1,3,0,100,orig,7.00000
perturbed,1,1,3,0,300,orig,7.00000
perturbed,1,1,3,0,1000,orig,-5.00000
perturbed,1,1,3,0,100,distant,7.00000
perturbed,1,1,3,0,300,distant,5.00000
perturbed,1,1,3,0,1000,distant,-5.00000
perturbed,1,1,3,1,100,orig,0.00000
perturbed,1,1,3,1,300,orig,-6.00000
perturbed,1,1,3,1,1000,orig,-7.00000
perturbed,1,1,3,1,100,distant,-7.00000
perturbed,1,1,3,1,300,distant,-5.00000
perturbed,1,1,3,1,1000,distant,-7.00000
perturbed,1,1,3,2,100,orig,-6.00000
perturbed,1,1,3,2,300,orig,-11.00000
perturbed,1,1,3,2,1000,orig,-7.00000
perturbed,1,1,3,2,100,distant,2.00000
perturbed,1,1,3,2,300,distant,-8.00000
perturbed,1,1,3,2,1000,distant,-7.00000
perturbed,1,1,3,3,100,orig,-10.00000
perturbed,1,1,3,3,300,orig,-8.00000
perturbed,1,1,3,3,1000,orig,-8.00000
perturbed,1,1,3,3,100,distant,0.00000
perturbed,1,1,3,3,300,distant,-8.00000
perturbed,1,1,3,3,1000,distant,-8.00000
perturbed,1,1,3,4,100,orig,4.00000
perturbed,1,1,3,4,300,orig,-2.00000
perturbed,1,1,3,4,1000,orig,-7.00000
perturbed,1,1,3,4,100,distant,5.00000
perturbed,1,1,3,4,300,distant,-1.00000
perturbed,1,1,3,4,1000,distant,-7.00000
perturbed,1,1,4,0,100,orig,-5.00000
perturbed,1,1,4,0,300,orig,5.00000
perturbed,1,1,4,0,1000,orig,5.00000
perturbed,1,1,4,0,100,distant,10.00000
perturbed,1,1,4,0,300,distant,11.00000
perturbed,1,1,4,0,1000,distant,5.00000
perturbed,1,1,4,1,100,orig,11.00000
perturbed,1,1,4,1,300,orig,12.00000
perturbed,1,1,4,1,1000,orig,5.00000
perturbed,1,1,4,1,100,distant,1.00000
perturbed,1,1,4,1,300,distant,3.00000
perturbed,1,1,4,1,1000,distant,5.00000
perturbed,1,1,4,2,100,orig,4.00000
perturbed,1,1,4,2,300,orig,4.00000
perturbed,1,1,4,2,1000,orig,2.00000
perturbed,1,1,4,2,100,distant,-6.00000
perturbed,1,1,4,2,300,distant,-6.00000
perturbed,1,1,4,2,1000,distant,1.00000
perturbed,1,1,4,3,100,orig,-4.00000
perturbed,1,1,4,3,300,orig,-4.00000
perturbed,1,1,4,3,1000,orig,-4.00000
perturbed,1,1,4,3,100,distant,0.00000
perturbed,1,1,4,3,300,distant,-1.00000
perturbed,1,1,4,3,1000,distant,-4.00000
perturbed,1,1,4,4,100,orig,-3.00000
perturbed,1,1,4,4,300,orig,-3.00000
perturbed,1,1,4,4,1000,orig,5.00000
perturbed,1,1,4,4,100,distant,3.00000
perturbed,1,1,4,4,300,distant,11.00000
perturbed,1,1,4,4,1000,distant,5.00000
perturbed,1,1,5,0,100,orig,-7.00000
perturbed,1,1,5,0,300,orig,-6.00000
perturbed,1,1,5,0,1000,orig,5.00000
perturbed,1,1,5,0,100,distant,21.00000
perturbed,1,1,5,0,300,distant,15.00000
perturbed,1,1,5,0,1000,distant,13.00000
perturbed,1,1,5,1,100,orig,8.00000
perturbed,1,1,5,1,300,orig,23.00000
perturbed,1,1,5,1,1000,orig,18.00000
perturbed,1,1,5,1,100,distant,3.00000
perturbed,1,1,5,1,300,distant,24.00000
perturbed,1,1,5,1,1000,distant,19.00000
perturbed,1,1,5,2,100,orig,5.00000
perturbed,1,1,5,2,300,orig,18.00000
perturbed,1,1,5,2,1000,orig,16.00000
perturbed,1,1,5,2,100,distant,16.00000
perturbed,1,1,5,2,300,distant,23.00000
perturbed,1,1,5,2,1000,distant,16.00000
perturbed,1,1,5,3,100,orig,-9.00000
perturbed,1,1,5,3,300,orig,15.00000
perturbed,1,1,5,3,1000,orig,14.00000
perturbed,1,1,5,3,100,distant,12.00000
perturbed,1,1,5,3,300,distant,20.00000
perturbed,1,1,5,3,1000,distant,16.00000
perturbed,1,1,5,4,100,orig,3.00000
perturbed,1,1,5,4,300,orig,7.00000
perturbed,1,1,5,4,1000,orig,14.00000
perturbed,1,1,5,4,100,distant,8.00000
perturbed,1,1,5,4,300,distant,17.00000
perturbed,1,1,5,4,1000,distant,14.00000
perturbed,1,1,6,0,100,orig,-7.00000
perturbed,1,1,6,0,300,orig,0.00000
perturbed,1,1,6,0,1000,orig,-10.00000
perturbed,1,1,6,0,100,distant,-10.00000
perturbed,1,1,6,0,300,distant,-15.00000
perturbed,1,1,6,0,1000,distant,-9.00000
perturbed,1,1,6,1,100,orig,-8.00000
perturbed,1,1,6,1,300,orig,-7.00000
perturbed,1,1,6,1,1000,orig,-7.00000
perturbed,1,1,6,1,100,distant,0.00000
perturbed,1,1,6,1,300,distant,-7.00000
perturbed,1,1,6,1,1000,distant,-7.00000
perturbed,1,1,6,2,100,orig,-2.00000
perturbed,1,1,6,2,300,orig,2.00000
perturbed,1,1,6,2,1000,orig,0.00000
perturbed,1,1,6,2,100,distant,0.00000
perturbed,1,1,6,2,300,distant,-11.00000
perturbed,1,1,6,2,1000,distant,-10.00000
perturbed,1,1,6,3,100,orig,-13.00000
perturbed,1,1,6,3,300,orig,-18.00000
perturbed,1,1,6,3,1000,orig,-10.00000
perturbed,1,1,6,3,100,distant,0.00000
perturbed,1,1,6,3,300,distant,-3.00000
perturbed,1,1,6,3,1000,distant,-10.00000
perturbed,1,1,6,4,100,orig,-6.00000
perturbed,1,1,6,4,300,orig,-9.00000
perturbed,1,1,6,4,1000,orig,-10.00000
perturbed,1,1,6,4,100,distant,1.00000
perturbed,1,1,6,4,300,distant,-8.00000
perturbed,1,1,6,4,1000,distant,-10.00000
perturbed,1,1,7,0,100,orig,-2.00000
perturbed,1,1,7,0,300,orig,-4.00000
perturbed,1,1,7,0,1000,orig,-8.00000
perturbed,1,1,7,0,100,distant,-1.00000
perturbed,1,1,7,0,300,distant,-3.00000
perturbed,1,1,7,0,1000,distant,-7.00000
perturbed,1,1,7,1,100,orig,-4.00000
perturbed,1,1,7,1,300,orig,-3.00000
perturbed,1,1,7,1,1000,orig,-7.00000
perturbed,1,1,7,1,100,distant,0.00000
perturbed,1,1,7,1,300,distant,-6.00000
perturbed,1,1,7,1,1000,distant,-7.00000
perturbed,1,1,7,2,100,orig,-7.00000
perturbed,1,1,7,2,300,orig,-5.00000
perturbed,1,1,7,2,1000,orig,-7.00000
perturbed,1,1,7,2,100,distant,0.00000
perturbed,1,1,7,2,300,distant,-5.00000
perturbed,1,1,7,2,1000,distant,-7.00000
perturbed,1,1,7,3,100,orig,-4.00000
perturbed,1,1,7,3,300,orig,-4.00000
perturbed,1,1,7,3,1000,orig,-7.00000
perturbed,1,1,7,3,100,distant,0.00000
perturbed,1,1,7,3,300,distant,-2.00000
perturbed,1,1,7,3,1000,distant,-7.00000
perturbed,1,1,7,4,100,orig,-6.00000
perturbed,1,1,7,4,300,orig,-5.00000
perturbed,1,1,7,4,1000,orig,-7.00000
perturbed,1,1,7,4,100,distant,0.00000
perturbed,1,1,7,4,300,distant,-3.00000
perturbed,1,1,7,4,1000,distant,-5.00000
perturbed,1,1,8,0,100,orig,1.00000
perturbed,1,1,8,0,300,orig,1.00000
perturbed,1,1,8,0,1000,orig,1.00000
perturbed,1,1,8,0,100,distant,5.00000
perturbed,1,1,8,0,300,distant,5.00000
perturbed,1,1,8,0,1000,distant,4.00000
perturbed,1,1,8,1,100,orig,-2.00000
perturbed,1,1,8,1,300,orig,1.00000
perturbed,1,1,8,1,1000,orig,1.00000
perturbed,1,1,8,1,100,distant,3.00000
perturbed,1,1,8,1,300,distant,5.00000
perturbed,1,1,8,1,1000,distant,4.00000
perturbed,1,1,8,2,100,orig,1.00000
perturbed,1,1,8,2,300,orig,1.00000
perturbed,1,1,8,2,1000,orig,4.00000
perturbed,1,1,8,2,100,distant,3.00000
perturbed,1,1,8,2,300,distant,5.00000
perturbed,1,1,8,2,1000,distant,4.00000
perturbed,1,1,8,3,100,orig,7.00000
perturbed,1,1,8,3,300,orig,4.00000
perturbed,1,1,8,3,1000,orig,4.00000
perturbed,1,1,8,3,100,distant,4.00000
perturbed,1,1,8,3,300,distant,4.00000
perturbed,1,1,8,3,1000,distant,4.00000
perturbed,1,1,8,4,100,orig,1.00000
perturbed,1,1,8,4,300,orig,1.00000
perturbed,1,1,8,4,1000,orig,4.00000
perturbed,1,1,8,4,100,distant,2.00000
perturbed,1,1,8,4,300,distant,0.00000
perturbed,1,1,8,4,1000,distant,4.00000
perturbed,1,1,9,0,100,orig,-1.00000
perturbed,1,1,9,0,300,orig,-3.00000
perturbed,1,1,9,0,1000,orig,4.00000
perturbed,1,1,9,0,100,distant,1.00000
perturbed,1,1,9,0,300,distant,-4.00000
perturbed,1,1,9,0,1000,distant,3.00000
perturbed,1,1,9,1,100,orig,3.00000
perturbed,1,1,9,1,300,orig,3.00000
perturbed,1,1,9,1,1000,orig,2.00000
perturbed,1,1,9,1,100,distant,5.00000
perturbed,1,1,9,1,300,distant,8.00000
perturbed,1,1,9,1,1000,distant,2.00000
perturbed,1,1,9,2,100,orig,5.00000
perturbed,1,1,9,2,300,orig,1.00000
perturbed,1,1,9,2,1000,orig,4.00000
perturbed,1,1,9,2,100,distant,7.00000
perturbed,1,1,9,2,300,distant,2.00000
perturbed,1,1,9,2,1000,distant,4.00000
perturbed,1,1,9,3,100,orig,2.00000
perturbed,1,1,9,3,300,orig,-1.00000
perturbed,1,1,9,3,1000,orig,4.00000
perturbed,1,1,9,3,100,distant,5.00000
perturbed,1,1,9,3,300,distant,4.00000
perturbed,1,1,9,3,1000,distant,4.00000
perturbed,1,1,9,4,100,orig,-4.00000
perturbed,1,1,9,4,300,orig,1.00000
perturbed,1,1,9,4,1000,orig,4.00000
perturbed,1,1,9,4,100,distant,4.00000
perturbed,1,1,9,4,300,distant,9.00000
perturbed,1,1,9,4,1000,distant,4.00000
perturbed,1,1,10,0,100,orig,-2.00000
perturbed,1,1,10,0,300,orig,-2.00000
perturbed,1,1,10,0,1000,orig,0.00000
perturbed,1,1,10,0,100,distant,-2.00000
perturbed,1,1,10,0,300,distant,-2.00000
perturbed,1,1,10,0,1000,distant,0.00000
perturbed,1,1,10,1,100,orig,1.00000
perturbed,1,1,10,1,300,orig,1.00000
perturbed,1,1,10,1,1000,orig,0.00000
perturbed,1,1,10,1,100,distant,-2.00000
perturbed,1,1,10,1,300,distant,1.00000
perturbed,1,1,10,1,1000,distant,0.00000
perturbed,1,1,10,2,100,orig,3.00000
perturbed,1,1,10,2,300,orig,3.00000
perturbed,1,1,10,2,1000,orig,-2.00000
perturbed,1,1,10,2,100,distant,-5.00000
perturbed,1,1,10,2,300,distant,-2.00000
perturbed,1,1,10,2,1000,distant,0.00000
perturbed,1,1,10,3,100,orig,0.00000
perturbed,1,1,10,3,300,orig,-1.00000
perturbed,1,1,10,3,1000,orig,0.00000
perturbed,1,1,10,3,100,distant,4.00000
perturbed,1,1,10,3,300,distant,0.00000
perturbed,1,1,10,3,1000,distant,0.00000
perturbed,1,1,10,4,100,orig,-1.00000
perturbed,1,1,10,4,300,orig,-1.00000
perturbed,1,1,10,4,1000,orig,3.00000
perturbed,1,1,10,4,100,distant,0.00000
perturbed,1,1,10,4,300,distant,0.00000
perturbed,1,1,10,4,1000,distant,3.00000
perturbed,1,1,11,0,100,orig,-1.00000
perturbed,1,1,11,0,300,orig,-7.00000
perturbed,1,1,11,0,1000,orig,-10.00000
perturbed,1,1,11,0,100,distant,0.00000
perturbed,1,1,11,0,300,distant,-19.00000
perturbed,1,1,11,0,1000,distant,-10.00000
perturbed,1,1,11,1,100,orig,-5.00000
perturbed,1,1,11,1,300,orig,-4.00000
perturbed,1,1,11,1,1000,orig,-11.00000
perturbed,1,1,11,1,100,distant,7.00000
perturbed,1,1,11,1,300,distant,-3.00000
perturbed,1,1,11,1,1000,distant,-11.00000
perturbed,1,1,11,2,100,orig,6.00000
perturbed,1,1,11,2,300,orig,2.00000
perturbed,1,1,11,2,1000,orig,-11.00000
perturbed,1,1,11,2,100,distant,-6.00000
perturbed,1,1,11,2,300,distant,-9.00000
perturbed,1,1,11,2,1000,distant,-11.00000
perturbed,1,1,11,3,100,orig,-7.00000
perturbed,1,1,11,3,300,orig,-11.00000
perturbed,1,1,11,3,1000,orig,-11.00000
perturbed,1,1,11,3,100,distant,-5.00000
perturbed,1,1,11,3,300,distant,-2.00000
perturbed,1,1,11,3,1000,distant,-11.00000
perturbed,1,1,11,4,100,orig,-1.00000
perturbed,1,1,11,4,300,orig,-7.00000
perturbed,1,1,11,4,1000,orig,-10.00000
perturbed,1,1,11,4,100,distant,2.00000
perturbed,1,1,11,4,300,distant,-8.00000
perturbed,1,1,11,4,1000,distant,-11.00000
perturbed,1,1,12,0,100,orig,-12.00000
perturbed,1,1,12,0,300,orig,-20.00000
perturbed,1,1,12,0,1000,orig,-37.00000
perturbed,1,1,12,0,100,distant,0.00000
perturbed,1,1,12,0,300,distant,-19.00000
perturbed,1,1,12,0,1000,distant,-37.00000
perturbed,1,1,12,1,100,orig,-15.00000
perturbed,1,1,12,1,300,orig,-17.00000
perturbed,1,1,12,1,1000,orig,-41.00000
perturbed,1,1,12,1,100,distant,0.00000
